name	alt name	url	summary
Oswell Whent	Oswell Whent	/reference/k/00673/index.html	A knight of King Aerys II Targaryen's Kingsguard.
Oswyn	Oswyn	/reference/k/01534/index.html	Called Oswyn Longneck the Thrice-Hanged. A member of the Kingswood Brotherhood.
Othell Yarwyck	Othell Yarwyck	/reference/k/00687/index.html	First builder of the Night's Watch.
Otherys, Bellegere	Bellegere Otherys	/reference/k/02574/index.html	The first Black Pearl.
Otherys, Bellegere	Bellegere Otherys	/reference/k/02447/index.html	The current Black Pearl.
Otherys, Bellonara	Bellonara Otherys	/reference/k/02575/index.html	Mother of the current Black Pearl, Bellegere Otherys, and the Black Pearl before her.
Otho Bracken	Otho Bracken	/reference/k/00039/index.html	Called the Brute of Bracken. A knight and second son of Lord Bracken.
Othor	Othor	/reference/k/00812/index.html	A ranger of the Night's Watch.
Otter Gimpknee	Otter Gimpknee	/reference/k/02864/index.html	Proprietor of a whorehouse in Lordsport.
Otto Hightower	Otto Hightower	/reference/k/01535/index.html	Hand of the King.
Ottomore	Ottomore	/reference/k/02527/index.html	Maester of Castle Darry.
Ottyn Wythers	Ottyn Wythers	/reference/k/00685/index.html	A ranger of the Night's Watch.
Owen	Owen	/reference/k/01911/index.html	Called Owen the Oaf. A steward of the Night's Watch.
Owen	Owen	/reference/k/02483/index.html	Brother of Septon Maribald.
Owen Inchfield	Owen Inchfield	/reference/k/02301/index.html	A knight.
Owen Merryweather	Owen Merryweather	/reference/k/01501/index.html	Second Hand of the King to King Aerys II Targaryen.
Owen Norrey	Owen Norrey	/reference/k/00391/index.html	A member of House Norrey.
Oznak Zo Pahl	Oznak Zo Pahl	/reference/k/00399/index.html	A noble of Meereen.
Paege, Damon	Damon Paege	/reference/k/00396/index.html	A knight and member of House Paege.
Paege, Garrett	Garrett Paege	/reference/k/02493/index.html	
Paege, Halmon	Halmon Paege	/reference/k/02081/index.html	A knight and member of House Paege.
Paege, Robert	Robert Paege	/reference/k/02080/index.html	A knight and member of House Paege.
Paege, Sallei	Sallei Paege	/reference/k/00397/index.html	Wife of Ser Jammos Frey.
Paege, Sylwa	Sylwa Paege	/reference/k/00398/index.html	Wife of Ser Whalen Frey.
Pahl, Oznak Zo	Oznak Zo Pahl	/reference/k/00399/index.html	A noble of Meereen.
Palla	Palla	/reference/k/01537/index.html	A kennel girl at Winterfell.
Parmen Crane	Parmen Crane	/reference/k/00087/index.html	A knight of the Reach.
Patchface	Patchface	/reference/k/00813/index.html	A fool.
Pate	Pate	/reference/k/00814/index.html	Called Pate of Sevenstreams. A knight of the Riverlands.
Pate	Pate	/reference/k/02766/index.html	Called Pinchbottom Pate.
Pate	Pate	/reference/k/02598/index.html	An orphan boy.
Pate	Pate	/reference/k/02470/index.html	Joffrey's whipping boy.
Pate	Pate	/reference/k/02874/index.html	Called Old Pate. A commoner.
Pate	Pate	/reference/k/02040/index.html	Called Steely Pate.  An armorer.
Pate	Pate	/reference/k/01977/index.html	A novice of The Citadel.
Pate	Pate	/reference/k/01538/index.html	Called Spotted Pate. A builder of the Night's Watch.
Pate	Pate	/reference/k/02797/index.html	A peasant on the lands of House Osgrey.
Patrek Mallister	Patrek Mallister	/reference/k/00351/index.html	Son of Lord Jason Mallister.
Patrek Vance	Patrek Vance	/reference/k/00646/index.html	Younger son of Ser Dafyn Vance.
Paul	Paul	/reference/k/00837/index.html	Called Small Paul. A steward of the Night's Watch.
Paxter Redwyne	Paxter Redwyne	/reference/k/00427/index.html	Lord of the Arbor.
Payne, Cedric	Cedric Payne	/reference/k/02284/index.html	A knight.
Payne, Ilyn	Ilyn Payne	/reference/k/00400/index.html	The royal executioner for King Robert Baratheon.
Peake, Gormon	Gormon Peake	/reference/k/02836/index.html	Head of House Peake.
Peake, Titus	Titus Peake	/reference/k/00402/index.html	Head of House Peake.
Pearse Caron	Pearse Caron	/reference/k/00058/index.html	Pearse was as skilled with the high harp as he was with a lance.
Peckledon, Josmyn	Josmyn Peckledon	/reference/k/00403/index.html	A squire of the Westerlands.
Pello	Pello	/reference/k/01403/index.html	Called Greenbeard. A sellsword.
Penny	Penny	/reference/k/02668/index.html	A house of Westeros.
Penny, Corliss	Corliss Penny	/reference/k/02665/index.html	A knight.
Penny, Jon	Jon Penny	/reference/k/02601/index.html	An orphan boy.
Penrose, Cortnay	Cortnay Penrose	/reference/k/00404/index.html	Son of Lord Penrose.
Penrose, Jon	Jon Penrose	/reference/k/00405/index.html	A knight and member of House Penrose.
Penrose, Lord	Lord Penrose	/reference/k/01540/index.html	Lord of Parchments.
Perestan	Perestan	/reference/k/02097/index.html	An archmaester of the Citadel.
Perra Frey	Perra Frey	/reference/k/00206/index.html	Only daughter of Petyr Frey.
Perra Royce	Perra Royce	/reference/k/00449/index.html	First wife of Lord Walder Frey.
Perriane Frey	Perriane Frey	/reference/k/00207/index.html	Wife of Ser Leslyn Haigh.
Perros Blackmont	Perros Blackmont	/reference/k/00030/index.html	Son of Lady Larra Blackmont.
Perwyn Frey	Perwyn Frey	/reference/k/00208/index.html	Fifteenth son of Lord Walder Frey.
Perwyn Osgrey	Perwyn Osgrey	/reference/k/02805/index.html	Called Perywn the Proud. Lord of Coldmoat.
Peter Plumm	Peter Plumm	/reference/k/00410/index.html	Middle son of Lord Philip Plumm.
Petyr Baelish	Petyr Baelish	/reference/k/00011/index.html	Master of Coin for King Robert Baratheon.
Petyr Frey	Petyr Frey	/reference/k/00209/index.html	Called Petyr Pimple.  Youngest son of Ser Ryman Frey.
Philip Foote	Philip Foote	/reference/k/00144/index.html	A knight of the Westerlands.
Philip Plumm	Philip Plumm	/reference/k/00411/index.html	Head of House Plumm.
Pia	Pia	/reference/k/01541/index.html	A servant at Harrenhal.
Piper, Clement	Clement Piper	/reference/k/01289/index.html	Lord of Pinkmaiden Castle.
Piper, Lewys	Lewys Piper	/reference/k/02492/index.html	Younger son of Lord Clement Piper.
Piper, Marq	Marq Piper	/reference/k/00406/index.html	Eldest son of Lord Clement Piper.
Plumm, Dennis	Dennis Plumm	/reference/k/00408/index.html	Eldest son of Lord Philip Plumm.
Plumm, Harwyn	Harwyn Plumm	/reference/k/00409/index.html	Youngest son of Lord Philip Plumm.
Plummer	Plummer	/reference/k/00815/index.html	Steward of Ashford Castle.
Podrick Payne	Podrick Payne	/reference/k/00401/index.html	A member of House Payne.
Pollitor	Pollitor	/reference/k/01542/index.html	A former wisdom of the Alchemists' Guild.
Polliver	Polliver	/reference/k/00816/index.html	A soldier in service to House Clegane.
Pono	Pono	/reference/k/00817/index.html	A ko in Drogo's khalasar.
Poole, Jeyne	Jeyne Poole	/reference/k/00412/index.html	Only daughter of Vayon Poole.
Poole, Vayon	Vayon Poole	/reference/k/00413/index.html	Steward of Winterfell.
Porridge	Porridge	/reference/k/00818/index.html	A jailor at Dragonstone.
Porther	Porther	/reference/k/00819/index.html	A guard at Winterfell.
Portifer Woodwright	Portifer Woodwright	/reference/k/02505/index.html	A knight.
Potter, Robin	Robin Potter	/reference/k/02418/index.html	A knight.
Poul Pemford	Poul Pemford	/reference/k/01543/index.html	A man at Riverrun.
Praed	Praed	/reference/k/01544/index.html	A sellsword.
Prendahl Na Ghenzn	Prendahl Na Ghenzn	/reference/k/00243/index.html	One of three captains of the Stormcrows.
Prestayn, Luco	Luco Prestayn	/reference/k/02446/index.html	Captain of the merchant ship Lady Bright. He is from Braavos.
Prestayn, Moredo	Moredo Prestayn	/reference/k/02557/index.html	Captain of the trading ship Vixen. He is from Braavos.
Prester, Forley	Forley Prester	/reference/k/00415/index.html	A knight of the Westerlands.
Prester, Garrison	Garrison Prester	/reference/k/02316/index.html	
Preston Greenfield	Preston Greenfield	/reference/k/00255/index.html	A knight of King Robert Baratheon's Kingsguard.
Puckens	Puckens	/reference/k/02176/index.html	A Lannister house guard.
Puddingfoot	Puddingfoot	/reference/k/01545/index.html	A commoner.
Pyat Pree	Pyat Pree	/reference/k/00414/index.html	A warlock of Qarth.
Pycelle	Pycelle	/reference/k/00820/index.html	Grand Maester of the Seven Kingdoms.
Pyg	Pyg	/reference/k/01546/index.html	A member of the Brave Companions.
Pyke, Cotter	Cotter Pyke	/reference/k/00416/index.html	A member of the Night's Watch and commander of Eastwatch by the Sea.
Pyke, Kemmett	Kemmett Pyke	/reference/k/02266/index.html	Called the Bastard. A noted ironman ship captain.
Pyke, Ragnor	Ragnor Pyke	/reference/k/02508/index.html	An ironman warrior.
Pyke, Wex	Wex Pyke	/reference/k/00417/index.html	Bastard son of Sargon Botley.
Pylos	Pylos	/reference/k/00821/index.html	A maester.
Pypar	Pypar	/reference/k/00822/index.html	Called Pyp.  A trainee of the Night's Watch.
Qalen	Qalen	/reference/k/01549/index.html	Maester of Pyke during the lordship of Balon Greyjoy.
Qarl	Qarl	/reference/k/01550/index.html	Called Qarl the Maid.  An ironman warrior.
Qarl	Qarl	/reference/k/02378/index.html	Called Qarl the Thrall.
Qarlton Chelsted	Qarlton Chelsted	/reference/k/01286/index.html	Fourth Hand of the King during the reign of King Aerys II Targaryen.
Qarro Volentin	Qarro Volentin	/reference/k/02748/index.html	First Sword of Braavos.
Qhored Hoare	Qhored Hoare	/reference/k/02954/index.html	King of the Iron Islands.
Qhorin	Qhorin	/reference/k/00270/index.html	Called Qhorin Halfhand.  A ranger of the Night's Watch.
Qorgyle, Arron	Arron Qorgyle	/reference/k/00418/index.html	Second son of Lord Quentyn Qorgyle.
Qorgyle, Gulian	Gulian Qorgyle	/reference/k/02718/index.html	A knight and eldest son of Lord Quentyn Qorgyle.
Qorgyle, Lord Commander	Lord Commander Qorgyle	/reference/k/01552/index.html	Lord Commander of the Night's Watch before Lord Jeor Mormont.
Qos	Qos	/reference/k/01553/index.html	Captain of the Wind Witch. He is Braavosi.
Qotho	Qotho	/reference/k/01205/index.html	One of Khal Drogo's bloodriders.
Quaithe	Quaithe	/reference/k/00823/index.html	A mysterious woman from the Shadowlands.
Quaro	Quaro	/reference/k/00824/index.html	A Dothraki warrior.
Quaynis, Collio	Collio Quaynis	/reference/k/00419/index.html	A noted singer.
Quellon Botley	Quellon Botley	/reference/k/01939/index.html	
Quellon Greyjoy	Quellon Greyjoy	/reference/k/00260/index.html	
Quellon Humble	Quellon Humble	/reference/k/02379/index.html	An Ironman warrior.
Quence	Quence	/reference/k/02579/index.html	A mummer in Braavos.
Quent	Quent	/reference/k/00825/index.html	A guard at Winterfell.
Quenten Banefort	Quenten Banefort	/reference/k/00012/index.html	Lord of the Banefort.
Quentin Tyrell	Quentin Tyrell	/reference/k/00621/index.html	Cousin of Lord Mace Tyrell.
Quenton Greyjoy	Quenton Greyjoy	/reference/k/00899/index.html	
Quenton Hightower	Quenton Hightower	/reference/k/02205/index.html	Lord of Oldtown.
Quentyn Blackwood	Quentyn Blackwood	/reference/k/00032/index.html	Lord of Raventree and head of House Blackwood. Slain by Otho Bracken in a tourney.
Quentyn Martell	Quentyn Martell	/reference/k/00370/index.html	Elder son of Prince Doran Martell.
Quentyn Qorgyle	Quentyn Qorgyle	/reference/k/02717/index.html	Lord of Sandstone.
Quhuru Mo	Quhuru Mo	/reference/k/01556/index.html	Captain of the Cinnamon Wind.
Quickfinger	Quickfinger	/reference/k/02834/index.html	A knight. His real name is never given.
Quill	Quill	/reference/k/02562/index.html	Makeup artist for the mummers of the Ship in Braavos.
Quincy Cox	Quincy Cox	/reference/k/02529/index.html	A knight and master of Saltpans.
Quort	Quort	/reference/k/01557/index.html	A wildling raider.
Qyburn	Qyburn	/reference/k/01558/index.html	A member of the Brave Companions and an ex-maester.
Qyle	Qyle	/reference/k/01559/index.html	A commoner.
Rafford	Rafford	/reference/k/00826/index.html	Called Raff the Sweetling.  A soldier in service to House Clegane.
Ragnor Pyke	Ragnor Pyke	/reference/k/02508/index.html	An ironman warrior.
Ragwyle	Ragwyle	/reference/k/01560/index.html	A wildling woman.
Rainbow Guard	Rainbow Guard	/reference/k/01385/index.html	An order of knighthood.
Rakharo	Rakharo	/reference/k/00827/index.html	A Dothraki warrior.
Ralf	Ralf	/reference/k/02344/index.html	Called Ralf the Limper.
Ralf	Ralf	/reference/k/02376/index.html	Called Ralf the Shepherd.
Ralf	Ralf	/reference/k/02377/index.html	Called Ralf of Lordsport.
Ralf Kenning	Ralf Kenning	/reference/k/02342/index.html	A captain in the Iron Fleet.
Ralf Stonehouse	Ralf Stonehouse	/reference/k/02343/index.html	Called Red Ralf. A captain in the Iron Fleet.
Rambton, Hubard	Hubard Rambton	/reference/k/01431/index.html	A knight of the Crownlands.
Rambton, Son A	Son A Rambton	/reference/k/02923/index.html	Son of Ser Hubard Rambton.
Rambton, Son B	Son B Rambton	/reference/k/02924/index.html	Son of Ser Hubard Rambton.
Rambton, Son C	Son C Rambton	/reference/k/02926/index.html	Son of Ser Hubard Rambton.
Ramsay Snow	Ramsay Snow	/reference/k/00876/index.html	Bastard son of Lord Roose Bolton.
Randyll Tarly	Randyll Tarly	/reference/k/00579/index.html	Lord of Horn Hill.
Rankenfell, Marq	Marq Rankenfell	/reference/k/01960/index.html	Called Mad Marq. Lord Commander of the Night's Watch.
Rast	Rast	/reference/k/00828/index.html	A trainee of the Night's Watch.
Rattleshirt	Rattleshirt	/reference/k/01561/index.html	Called Lord 'O Bones. A wildling leader.
Ravella Swann	Ravella Swann	/reference/k/00527/index.html	Wife of Lord Theomar Smallwood.
Rawney	Rawney	/reference/k/02538/index.html	A brother of the Faith at the Quiet Isle.
Rayder, Mance	Mance Rayder	/reference/k/00420/index.html	The King-beyond-the-Wall.
Raymar Royce	Raymar Royce	/reference/k/01803/index.html	A lord of the junior branch of House Royce.
Raymond Nayland	Raymond Nayland	/reference/k/02416/index.html	A knight.
Raymun	Raymun	/reference/k/01804/index.html	Called Raymun Rebeard.  King-beyond-the-Wall.
Raymun Darry	Raymun Darry	/reference/k/00094/index.html	Master of Castle Darry.
Raymun Fossoway	Raymun Fossoway	/reference/k/00150/index.html	Cousin of and squire to Steffon Fossoway. Knighted by Lyonel Baratheon. Founder of the green-apple Fossoways. Fought on behalf of Duncan the Tall in a trial of seven at Ashford Meadow.
Raymund Frey	Raymund Frey	/reference/k/00210/index.html	Eleventh son of Lord Walder Frey.
Raymund Tyrell	Raymund Tyrell	/reference/k/00622/index.html	Elder son of Ser Olymer Tyrell.
Raynald Westerling	Raynald Westerling	/reference/k/00667/index.html	Elder son of Lord Gawen Westerling.
Raynard	Raynard	/reference/k/02333/index.html	
Raynard Ruttiger	Raynard Ruttiger	/reference/k/02549/index.html	A landed knight.
Red Walder Frey	Red Walder Frey	/reference/k/00211/index.html	Youngest son of Ser Emmon Frey.
Redfort, Creighton	Creighton Redfort	/reference/k/01947/index.html	
Redfort, Horton	Horton Redfort	/reference/k/00421/index.html	Lord of Redfort and head of House Redfort.
Redfort, Jasper	Jasper Redfort	/reference/k/01946/index.html	
Redfort, Jon	Jon Redfort	/reference/k/01948/index.html	
Redfort, Mychel	Mychel Redfort	/reference/k/00422/index.html	Youngest son of Lord Horton Redfort.
Redtusk	Redtusk	/reference/k/02812/index.html	A knight. His real name is never given.
Redwyn	Redwyn	/reference/k/01563/index.html	A ranger of the Night's Watch.
Redwyne, Bethany	Bethany Redwyne	/reference/k/01249/index.html	Wife of Lord Mathis Rowan.
Redwyne, Denys	Denys Redwyne	/reference/k/01954/index.html	
Redwyne, Desmera	Desmera Redwyne	/reference/k/00423/index.html	Only daughter of Lord Paxter Redwyne.
Redwyne, Desmond	Desmond Redwyne	/reference/k/01953/index.html	
Redwyne, Hobber	Hobber Redwyne	/reference/k/00424/index.html	Son of Lord Paxter Redwyne and twin to Horas.
Redwyne, Horas	Horas Redwyne	/reference/k/00425/index.html	Son of Lord Paxter Redwyne and twin to Hobber.
Redwyne, Olenna	Olenna Redwyne	/reference/k/00426/index.html	Called the Queen of Thornes. Wife of Lord Luthor Tyrell and mother of Lord Mace Tyrell.
Redwyne, Paxter	Paxter Redwyne	/reference/k/00427/index.html	Lord of the Arbor.
Reed, Howland	Howland Reed	/reference/k/00429/index.html	Lord of Greywater Watch.
Reed, Jojen	Jojen Reed	/reference/k/00430/index.html	Son of Lord Howland Reed.
Reed, Meera	Meera Reed	/reference/k/00431/index.html	Daughter of Lord Howland Reed.
Regenard Estren	Regenard Estren	/reference/k/00120/index.html	A lord of the Westerlands.
Renfred Rykker	Renfred Rykker	/reference/k/02202/index.html	Lord of Duskendale.
Renly Baratheon	Renly Baratheon	/reference/k/00016/index.html	Youngest brother of King Robert Baratheon and master of laws on his small council.
Renly Norcross	Renly Norcross	/reference/k/00390/index.html	Younger son of Ser Hosman Norcross.
Rennifer Longwaters	Rennifer Longwaters	/reference/k/02206/index.html	Chief undergaoler for the Red Keep.
Reynard Webber	Reynard Webber	/reference/k/02804/index.html	Lord of Coldmoat.
Reysen	Reysen	/reference/k/01868/index.html	A commoner.
Rhae Targaryen	Rhae Targaryen	/reference/k/02336/index.html	Daughter of King Maekar I Targaryen.
Rhaegal	Rhaegal	/reference/k/01790/index.html	A dragon.
Rhaegar Frey	Rhaegar Frey	/reference/k/00212/index.html	Younger son of Ser Aenys Frey.
Rhaegar Targaryen	Rhaegar Targaryen	/reference/k/00567/index.html	Elder son of King Aerys II Targaryen and Rhaella Targaryen and crown prince of the Seven Kingdoms.
Rhaegel Targaryen	Rhaegel Targaryen	/reference/k/00568/index.html	Described as being "mad, meek, and sickly" as well as "gentle."
